sitemap_url,domain,sitemap_type,url_count,content_hash,content_length,fetched_at
https://www.bankrate.com/sitemap/sitemap-index.xml,bankrate.com,sitemapindex,0,751b88fb3f209fe734b15f034accfba70bf6edd6d760b7d6bbfcaa903cf18c58,1880,2025-12-10T08:25:20.070125+00:00
https://www.bankrate.com/sitemap/authors-dynamic-sitemap.xml,bankrate.com,urlset,0,66694a9996fd7f28a4201397b205d1e8d62741c58e9fcd91e6aaa74305ede1ab,47628,2025-12-10T08:25:21.376870+00:00
https://www.bankrate.com/sitemap/news-1.xml,bankrate.com,urlset,0,77fa493f52e8444a6fac6d8727d47231a21d401326b24cc005a044ec33ad0785,1920,2025-12-10T08:25:22.878283+00:00
https://www.bankrate.com/sitemap/sb-dynamic-sitemap.xml,bankrate.com,urlset,0,b0649af365c0b1b23360c2bb838a014603a95cde218465b32a447947c3489d3c,286365,2025-12-10T08:25:24.387738+00:00
https://www.bankrate.com/sitemap/wealth-fam-geo.xml,bankrate.com,urlset,0,c251503149438f9517631c11732077fab99c9c80e2dc81e2abf0f3d3ef1deb0e,2537,2025-12-10T08:25:25.911887+00:00
https://www.bankrate.com/sitemap/wp-post-1.xml,bankrate.com,urlset,0,ee1d606d7192d2dbdcb5fb196341be78d85512c6a7f87fb704cbbcdff1151317,146422,2025-12-10T08:25:27.386487+00:00
https://www.bankrate.com/sitemap/wp-post-2.xml,bankrate.com,urlset,0,bd1c0ef2748020b56d4ca9a0bc9fe44cf223a7356e8752319d493ea66d0e6b52,145002,2025-12-10T08:25:28.886200+00:00
https://www.bankrate.com/sitemap/wp-post-3.xml,bankrate.com,urlset,0,0ef17130da64f554d07406cd0670937703cd532f153e79871092c7bbf63b9a00,145680,2025-12-10T08:25:30.408441+00:00
https://www.bankrate.com/sitemap/wp-post-4.xml,bankrate.com,urlset,0,428de1801010e108c5cf1af02dbb496ea809f84cfb85e36f81dd9f0677bff7e0,145780,2025-12-10T08:25:31.888877+00:00
https://www.bankrate.com/sitemap/wp-post-5.xml,bankrate.com,urlset,0,bc0a75ab143d564bc2f03ce35f028d870203523ddd1f84b059f8fd9b68f96e57,146663,2025-12-10T08:25:33.390667+00:00
https://www.bankrate.com/sitemap/wp-post-6.xml,bankrate.com,urlset,0,037c436f9acb45f052d5496a53178e9f2eb562b1d319eba64ba70c9823f189e3,143667,2025-12-10T08:25:34.915755+00:00
https://www.bankrate.com/sitemap/wp-post-7.xml,bankrate.com,urlset,0,b725957013f83b11cf187f333ffec9ec6de3cc0d0122ab2e4886434116773ce5,143621,2025-12-10T08:25:36.423450+00:00
https://www.bankrate.com/sitemap/wp-post-8.xml,bankrate.com,urlset,0,74c660bf44d6e929c8a2c9a4eead86a679a430493304974b8a9102480c3fce1a,144346,2025-12-10T08:25:37.918836+00:00
https://www.bankrate.com/sitemap/wp-post-9.xml,bankrate.com,urlset,0,64f0d2a684cafb5038dc093dbcb98cfdbf18cb55a305f37e9e0976af3333a098,39425,2025-12-10T08:25:39.459242+00:00
https://www.bankrate.com/custom_sitemap.xml,bankrate.com,urlset,0,34caaacd285f0e82b2840fd8e75ceaccde44db529d5bd1c784b531f90c4fbb53,205,2025-12-10T08:25:40.918507+00:00
