sitemap_url,domain,sitemap_type,url_count,content_hash,content_length,fetched_at
https://www.rocketmortgage.com/sitemap.xml,rocketmortgage.com,urlset,0,98646f7933339801774812905a129ecb05751733601f0e40f980eaec841efbb7,19573,2025-12-10T22:30:33.218358+00:00
