domain,url,change_type,fate,status_code,is_redirect,final_url,redirect_count,response_time_ms,section,checked_at,error,has_noindex,has_nofollow,h_etag,h_last_modified,h_content_length,h_content_type,h_cache_control,h_age,h_vary,h_x_robots_tag,h_link,h_x_cache,h_cf_cache_status
rocketmortgage.com,https://www.rocketmortgage.com/mortgage-rates/ohio-mortgage-rates,discovered,live,200,False,,0,,,2025-12-12T09:04:31.191796+00:00,,False,False,,,,text/html; charset=utf-8,,,,,,,
rocketmortgage.com,https://www.rocketmortgage.com/learn/homestead-exemption,discovered,live,200,False,,0,,,2025-12-12T09:04:34.367115+00:00,,False,False,,,,text/html; charset=utf-8,,,,,,,
rocketmortgage.com,https://www.rocketmortgage.com/mortgage-rates/new-hampshire-mortgage-rates,discovered,live,200,False,,0,,,2025-12-12T09:04:39.556783+00:00,,False,False,,,,text/html; charset=utf-8,,,,,,,
rocketmortgage.com,https://www.rocketmortgage.com/learn/homes-for-heroes,discovered,live,200,False,,0,,,2025-12-12T09:04:42.419501+00:00,,False,False,,,,text/html; charset=utf-8,,,,,,,
rocketmortgage.com,https://www.rocketmortgage.com/mortgage-rates/pennsylvania-mortgage-rates,discovered,live,200,False,,0,,,2025-12-12T09:04:46.035807+00:00,,False,False,,,,text/html; charset=utf-8,,,,,,,
rocketmortgage.com,https://www.rocketmortgage.com/mortgage-rates/nebraska-mortgage-rates,discovered,live,200,False,,0,,,2025-12-12T09:04:57.509221+00:00,,False,False,,,,text/html; charset=utf-8,,,,,,,
rocketmortgage.com,https://www.rocketmortgage.com/mortgage-rates/south-dakota-mortgage-rates,discovered,live,200,False,,0,,,2025-12-12T09:05:00.838026+00:00,,False,False,,,,text/html; charset=utf-8,,,,,,,
rocketmortgage.com,https://www.rocketmortgage.com/mortgage-rates/rhode-island-mortgage-rates,discovered,live,200,False,,0,,,2025-12-12T09:05:04.623504+00:00,,False,False,,,,text/html; charset=utf-8,,,,,,,
rocketmortgage.com,https://www.rocketmortgage.com/mortgage-rates/new-mexico-mortgage-rates,discovered,live,200,False,,0,,,2025-12-12T09:05:11.785504+00:00,,False,False,,,,text/html; charset=utf-8,,,,,,,
rocketmortgage.com,https://www.rocketmortgage.com/learn/homes-are-worth-more-than-homeowners-think,discovered,live,200,False,,0,,,2025-12-12T09:05:17.771897+00:00,,False,False,,,,text/html; charset=utf-8,,,,,,,
